评分,评论内容,评论时间,点评总数,上传图片
5.0,房间布局很好，方方正正的，宽敞也很亮堂。酒店旁边就是2号线，出门很方便。服务员非常热情，看起来都是很有干劲的年轻人，给人感觉很好。住的很满意。,发表于2019-08-27,9.0,
5.0,干净整洁，房间大，性价比高，服务周到热情。下次出差除非市内目的地差太远，否则绝对要住这里。,发表于2019-07-18,2.0,1.0
5.0,安静、舒适，设施完备，服务周到，员工责任心强，吃苦耐劳，有礼貌。周边环境好，不脏乱。距离公交、地铁站近，距离景点很近。,发表于2019-09-25,1.0,
5.0,酒店整体硬件设施及软件服务还是挺不错的，特别前台小刘细心周到！卫生特别干净。,发表于2019-12-04,1.0,
5.0,到店后前台免费升级了房间，马桶居然加装了智能马桶盖，很不错，很惊喜，就是镜子上的指示灯太亮了，晚上睡觉有点不习惯。,发表于2019-09-16,16.0,
5.0,很干净卫生，门口装饰很漂亮，卫生干净,发表于2019-11-19,9.0,15.0
5.0,宾馆的环境非常非常好！性价比也很高！尤其是这里的工作人员（高原、太阳�）服务也很棒！提供了很多好的建议！非常满意！推荐大家来这里住！满分好评！,发表于2019-09-10,1.0,
5.0,这是一个续住订单的评价，酒店位置还不错，新装修的很干净，装修风格给满分，前台超级贴心，给小高美女和小刘帅哥点赞,发表于2019-09-13,5.0,
5.0,第一次来重庆，看网友点评选的这家酒店真的很不错，首先，酒店的空调很给力，一进门服务员就送上冰镇的养乐多，配上重庆美女甜甜的微笑，在炎炎夏日让人心情一下子就好起来。客房里非常干净，被子像新的一样。装修风格比较新颖，既简单又时尚，还很实用，住着非常舒服。酒店的位置也很好，出门就有很多小饭店，各种小吃，面条，老式火锅都有，都是当地人吃的小馆子，味道很地道。这里里著名的三峡博物馆和周公馆非常近，去解放碑和洪崖洞也不远，打车公交地铁都很方便。特别感谢酒店前台的葵花和巧巧两位美女，服务热情又周到，有事情给前台打电话回应都特别快，而且永远带着微笑。,发表于2019-08-24,9.0,3.0
5.0,这次来重庆，对酒店很满意，离地铁站很近，去各个景点都很方便。酒店很干净，服务周到细致，特别是前台的美女竹林和欢欢，人美又热情，给了我们很多超棒的建议，真的非常感谢。其他工作人员也很细心，让人感受到了重庆的热情❤️,发表于2019-08-13,1.0,
5.0,有早餐，但要另付费，周边走出很多早餐店，酒店就在大溪沟地铁站旁，A出口步行200米左右，酒店共6楼，房间比较干净，厕所是全自动的，矿泉水不限量供应，有茶具和茶叶免费供应，很不错,发表于2019-08-11,12.0,14.0
5.0,满分好评！这是我入住酒店以来体验最好的一次。前台小哥哥特别热情，服务态度很赞！刚到酒店就帮忙拿行李，解释房间的使用注意事项，很耐心很体贴。房间十分干净整洁，镜子、马桶都是全自动，体验很棒！总之，绝对值得五星好评！非常值得入住！,发表于2019-08-11,1.0,
5.0,超赞 房间不大 但设计巧妙 孩子最喜欢窗前的榻榻米和懒人沙发 服务非常周到 办入住的时候送了养乐多 孩子高兴坏了 还有取电卡 即使离开房间也不断电 周边吃饭购物也很方便,发表于2019-08-11,10.0,
5.0,这是我住过最干净的酒店，细节做的很到位，洗手台，厕所，浴室，干湿分离做的很到位，马桶还是电动的，香格里拉，恒大，希尔顿我都住过，真的都不如她家干净，酒店位置去哪都方便，地铁公交都在门口,发表于2019-08-09,3.0,
5.0,酒店各方面特别满意，位置优越，2号线地铁口边，步行去人民大礼堂和市政符几分钟。去解放碑两站路。前台小姑娘小伙子都非常热情，房间又免费升了级，家人非常满意，又果断续住了几晚！,发表于2019-08-09,18.0,
5.0,来住丽呈酒店环境很好 服务周到 携程行李管家很方便 推荐大家使用,发表于2020-01-14,1.0,
4.5,丽呈的服务特别好，尤其前台的叶子和高原接待很热情。房间可以续水，很方便。,发表于2019-12-19,51.0,34.0
5.0,凡凡，西西两个小女生很友好，非常为我考虑，谢谢你们,发表于2020-04-18,2.0,
5.0,住了两晚 酒店干净卫生 位置也很好找 每位工作人员都很贴心 尤其是葵花和竹林 下次来还要来住！笔芯！,发表于2019-10-12,90.0,2.0
5.0,当时为了考试选的房间，没想到这么好，小刘和叶子非常热情周到，这回再次选择了，以后到附近会选这家的,发表于2020-01-10,4.0,
5.0,酒店位于解放碑、人民大会堂附近，可以免费停车。一楼有早点，大人小孩皆适合。物美价廉。环境不错，适宜居住。,发表于2019-10-24,3.0,
5.0,酒店环境很好，硬件设施不错。前台、客房服务和清洁大姐服务态度非常好，还给小朋友准备了养乐多，下次到重庆还会选择来住酒店。,发表于2019-08-17,1.0,
5.0,太阳，小汐，葵花的服务棒棒哒，酒店位置也很好到达各个景区很方便很快捷，卫生好，服务用心周到,发表于2019-11-26,1.0,
5.0,环境很新，房间很舒适。位置也方便、出门不远就是地铁口。还有管家服务行李可以免费送到飞机或者高铁站等。nice。,发表于2019-09-11,2.0,
5.0,"酒店是独栋 招牌位置很好找 距离洪崖洞和解放碑都不算远  环境风格比较ins 整体环境很干净  前台小姐姐超温柔 
愉快的一次旅行�",发表于2019-08-11,1.0,
4.8,楼下有水果，前台有酸奶，服务不错，房间如期升级。但是建议房间放个大点的桌子，吃东西没地方吃，要是备个甩干机就完美。,发表于2019-09-10,5.0,2.0
5.0,住过最满意的酒店，没有之一，不管是环境还是服务都超级棒,发表于2019-07-26,2.0,6.0
4.5,晚上11点到 升级了套房。大厅的香氛非常好，烘托得氛围非常特别 高档 贵！房间非常大，设备设施仿佛带着年代感的贵族。被子感觉是潮湿的�️暖了一晚早晨才暖干,发表于2019-08-08,21.0,7.0
3.5,就一经济型酒店，卖的是高档酒店的价格。酒店外观、大堂、再到房间，虽然带点小清新，但总归是非常小气，一路上老公的脸色越来越差[捂脸]。房间在一楼，很小，给我们的房间还是一边角料，只有一个小窗户在墙角，看出去更没有任何景观。没有衣柜，没有电视柜，卫生间是半开放式，小朋友（女儿）洗澡，老公还到外面坐了一会儿。更没有隔音一说，洗个澡、上个厕所都担心吵醒睡觉的另外两位。似乎有点小恩小惠式的服务，但浮于表面，服务的功底基本没有，非常业余。订了两晚，住了一晚就退了。年轻人创业也不容易，个人觉得：如果追求小清新，不在乎硬件和软件的实力，也不追求性价比，可以尝试。如果带孩子、追求性价比、追求服务品质，强烈不推荐。看另外两位很失望，我也没心情拍照，抱歉。,发表于2019-08-06,2.0,
5.0,非常满意的一次居住体验，性价比超高！每位工作人员都非常棒！知道会开车过来特意留了酒店门口车位，进店还给小朋友送了饮品，各类服务都很周到，地理位置也很不错，真心推荐大家入住！,发表于2019-08-04,1.0,
5.0,就在轻轨2号线大溪沟站旁边，地理位置很好，去洪崖洞解放碑都方便，酒店很干净，服务员员工的态度都很好，送了养乐多，然后服务台的薄荷糖很好吃，服务员给了我一大把，游玩的那几天一直吃，还想着回家后去买点。酒店门口有早餐点到8:30结束。我定的房间升级到了江景房，下大雨的傍晚，坐在窗旁吃着食物，看着嘉陵江水蹭蹭上涨，也蛮开心的。如果房间里有张桌子，就要方便不少，这间房子没桌子。,发表于2019-08-12,7.0,1.0
5.0,酒店服务非常好，前台小哥一直帮忙拎行李到房间，前台妹子态度也非常好，很热情。酒店各种设施很完备，房间非常干净整洁，空间也很大，感觉确实还是物有所值的。,发表于2019-07-31,5.0,
5.0,酒店位于大溪沟地铁站A出口三分钟路程 旁边有个超市 有个菜场 出来吃个早饭很接地气 离大礼堂也是可以步行的距离。酒店装修风格很ins 是文艺小青年喜欢的那种 大厅很舒适的氛围 有电影播放 背景音乐也很好听。住的大床房 亮点是智能马桶 懒人沙发 小茶具 非常舒服的浴袍 白茶味道的洗发套装 小冰箱 和窗前的小仙人掌 等等啦。客房打扫的阿姨很勤劳 每天都打扫的干干净净的 洗漱用品都换新的 （其实这一点 对于续住的客人来说 不是必须吧 用了一半的露或者液 留着就好 没必要扔了 太浪费 补上新的就可以了）。酒店有付费早餐 没吃过 不过退房那天经过 闻着好香。酒店门口有个自助水果柜 很高级的样子哦 试着买了一样 好玩 好方便 水果也很棒 关键是不贵。前台的太阳小哥哥 非常nice 入住的时候行李帮忙提到房间 介绍各种设施 有天晚上我们打包了晚饭在大堂吃 小哥哥很热心的帮我们微波炉热了六盒餐 在美妙的背景音乐和投屏的电影大片中进餐美食 是非常非常美妙的享受。前台高原小姐姐在帮我解决问题的过程中跟我聊起了重庆的早高峰 给我提了很好的建议 退房那天她刚刚晚班醒来 很辛苦 还很热心的帮我叫车。总之 这是一次非常棒的住宿体验 以后去西安成都 也会考虑来住。哦对了 前台的糖 好好吃啊 回程的路上 已经淘宝了,发表于2019-08-02,1.0,
5.0,房间干净舒适，位置不错，离地铁站很近。感谢小刘，亚亚，习习的热情服务。,发表于2020-01-14,1.0,
5.0,"因为飞机晚点，半夜两点才入住，前台美女很热情，超赞�

房间很干净，给人一种非常温馨的感觉，住了两晚，轻轨二号线，交通便利�",发表于2019-08-23,9.0,
5.0,酒店环境干净卫生，特别是早餐很好吃，厨师服务态度很热情，很喜欢这种感觉。,发表于2019-12-14,3.0,
5.0,早餐还可以，但选的种类很少，点面还要收费，但卫生干净，地段好，出门就是地铁站，出行方便，环境优美现代！,发表于2019-10-06,8.0,
5.0,在这里住了3晚，我和朋友很满意，服务员竹林，葵花，小刘，太阳的服务很不错，下次来重庆还会选则这家酒店。,发表于2019-10-08,12.0,
4.5,服务特别特别好！尤其是欢欢，入住和退房都特别热情，在我们要叫车离店的时候欢欢女孩子变成了女汉子，帮我们提着很重的箱子！必须为她点赞�,发表于2019-08-27,1.0,
5.0,环境、服务都非常满意！特别感谢小刘同学，很贴心！,发表于2020-03-27,3.0,
5.0,国庆前三天到的重庆，周围非常方便，就在地铁口，前台服务态度非常好，房间也很好，总之推荐。忘记拍照了，可惜。,发表于2019-10-10,6.0,1.0
5.0,酒店各方面都不错，每个服务员的态度都相当好，停车位置少了点，但能停上就是最好的。离几个景点都近。就是房价有点小贵。,发表于2019-09-19,111.0,14.0
5.0,酒店干净卫生小刘竹林服务特别好，早餐特别好吃都是现吃现做还能送到房间厨师的厨艺特别好比心♥️,发表于2019-11-11,3.0,
5.0,酒店位置挺好，离地铁口挺近，出行也方便。酒店干净，卫生。本来只预定了一晚，后来住着舒适又续定了一晚上，下次朋友来重庆给他推荐这家酒店。,发表于2019-08-07,1.0,
5.0,位置非常棒 就在地铁站旁边 出门就是公交 酒店干净整洁 房子面积很大 而且前台态度超级好 非常热情礼貌,发表于2019-09-14,24.0,4.0
